ID,JournalLineNumber,Year,TransactionJournalEntryDescription,PostedDate,EffectiveDate,GeneralLedgerAccountNumber,AccountDescription,TransactionAmount,DebitCreditIndicator,Vendname
7506,1,2020,NULL,53:00.0,31-07-2020,70300-6010              ,Advertising - Television           ,9256.5,DR,KTBC                                         
7508,1,2020,NULL,02:00.0,31-07-2020,70300-6010              ,Advertising - Television           ,4165,DR,KDFW FOX 4                                   
7510,1,2020,NULL,04:00.0,31-07-2020,70300-6010              ,Advertising - Television           ,18487.5,DR,KDFW FOX 4                                   
7512,1,2020,NULL,05:00.0,31-07-2020,70300-6010              ,Advertising - Television           ,3740,DR,KDFW FOX 4                                   
7514,1,2020,NULL,06:00.0,31-07-2020,70300-6010              ,Advertising - Television           ,40162.5,DR,KDFW FOX 4                                   
7684,1,2020,NULL,49:00.0,31-01-2020,70200-6010              ,Advertising - Radio                ,400,DR,THERESA F. COLLINS                           
7696,1,2020,NULL,57:00.0,07-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
7700,1,2016,NULL,23:00.0,09-02-2016,70300-6010              ,Advertising - Television           ,22440,DR,KXAS-TV                                      
7700,2,2020,NULL,58:00.0,07-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
7702,2,2016,NULL,24:00.0,09-02-2016,70300-6010              ,Advertising - Television           ,4590,DR,KXAS-TV                                      
7704,1,2016,396718-2                           ,30:00.0,09-02-2016,70300-6010              ,Advertising - Television           ,3910,DR,KDFW FOX 4                                   
7706,2,2016,511358-1                           ,30:00.0,09-02-2016,70300-6010              ,Advertising - Television           ,20867.5,DR,KDFW FOX 4                                   
7708,3,2016,511375-1                           ,30:00.0,09-02-2016,70300-6010              ,Advertising - Television           ,5015,DR,KDFW FOX 4                                   
7712,2,2020,NULL,15:00.0,26-05-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
7716,1,2020,NULL,18:00.0,27-05-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
7720,2,2020,NULL,19:00.0,27-05-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8008,3,2020,NULL,58:00.0,07-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8012,4,2020,NULL,59:00.0,07-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8016,1,2020,NULL,01:00.0,08-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8020,2,2020,NULL,02:00.0,08-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8024,3,2020,NULL,02:00.0,08-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8032,1,2020,NULL,16:00.0,09-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8036,2,2020,NULL,16:00.0,09-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8064,1,2020,NULL,58:00.0,31-05-2020,70300-6010              ,Advertising - Television           ,16447.5,DR,KVUE-ABC                                     
8220,1,2020,NULL,12:00.0,03-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8224,1,2020,NULL,13:00.0,03-08-2020,70101-6010              ,Advertising Allocation Account     ,169.9,DR,BIRDEYE INC                                  
8228,1,2020,NULL,14:00.0,03-08-2020,70101-6010              ,Advertising Allocation Account     ,169.91,DR,BIRDEYE INC                                  
8240,1,2020,NULL,18:00.0,12-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8353,1,2020,NULL,20:00.0,10-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8357,2,2020,NULL,21:00.0,10-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8361,3,2020,NULL,21:00.0,10-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8711,1,2020,NULL,02:00.0,31-03-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE, INC                                  "
8720,1,2020,NULL,33:00.0,31-03-2020,70300-6010              ,Advertising - Television           ,977.5,DR,KXAS-TV                                      
8737,1,2020,NULL,42:00.0,10-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8741,2,2020,NULL,43:00.0,10-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
8749,1,2020,NULL,17:00.0,11-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
9053,2,2016,NULL,34:00.0,21-01-2016,70101-6010              ,Advertising Allocation Account     ,480,DR,CLIX MARKETING GROUP INC.                    
9534,5,2020,Cloudflare                         ,05:00.0,25-08-2020,70101-6010              ,Advertising Allocation Account     ,213.2,DR,JAMES SHARP                                  
9536,6,2020,Camber                             ,07:00.0,25-08-2020,70101-6010              ,Advertising Allocation Account     ,1095,DR,JAMES SHARP                                  
9538,7,2020,Leads Bridge                       ,07:00.0,25-08-2020,70101-6010              ,Advertising Allocation Account     ,499,DR,JAMES SHARP                                  
9943,1,2016,NULL,09:00.0,30-04-2016,70300-6010              ,Advertising - Television           ,1912.5,DR,SPECTRUM REACH                               
9954,1,2020,NULL,11:00.0,01-01-2020,70101-6010              ,Advertising Allocation Account     ,7844.5,DR,VELOCIFY                                     
9956,1,2016,NULL,33:00.0,24-04-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
9986,1,2020,KXAS accrual 06/29-30/20           ,52:00.0,30-06-2020,70200-6010              ,Advertising - Radio                ,2422.5,DR,                                             
9988,1,2020,KXAS accrual 06/29-30/20           ,58:00.0,01-07-2020,70200-6010              ,Advertising - Radio                ,-2422.5,CR,NULL
10263,1,2020,NULL,51:00.0,13-01-2020,70101-6010              ,Advertising Allocation Account     ,500,DR,TOP OF MIND NETWORKS LLC                     
10265,1,2020,NULL,02:00.0,13-01-2020,70101-6010              ,Advertising Allocation Account     ,3357.9,DR,TOP OF MIND NETWORKS LLC                     
10302,2,2020,NULL,19:00.0,24-04-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
10306,1,2020,NULL,21:00.0,26-04-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
10310,2,2020,NULL,23:00.0,27-04-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
10939,1,2020,NULL,31:00.0,09-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
11208,1,2016,NULL,25:00.0,29-04-2016,70300-6010              ,Advertising - Television           ,20570,DR,KDFW FOX 4                                   
11214,1,2016,NULL,09:00.0,21-04-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
11220,1,2016,NULL,13:00.0,21-04-2016,70500-6010              ,Advertising - Web                  ,5007.35,DR,MICROSOFT *BING AD800-518-5689 NV            
11239,2,2020,NULL,31:00.0,09-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
11243,3,2020,NULL,32:00.0,09-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
11247,4,2020,NULL,32:00.0,09-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
11265,1,2020,NULL,53:00.0,16-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
11269,2,2020,NULL,53:00.0,16-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
11273,1,2020,NULL,54:00.0,17-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
11439,1,2020,NULL,47:00.0,28-07-2020,70101-6010              ,Advertising Allocation Account     ,1190.75,DR,BIRDEYE INC                                  
11445,1,2020,NULL,34:00.0,28-07-2020,70101-6010              ,Advertising Allocation Account     ,159.9,DR,ZIPWHIP.COM                                  
11587,2,2020,NULL,54:00.0,17-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
11591,3,2020,NULL,55:00.0,17-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
11595,4,2020,NULL,55:00.0,17-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
11603,1,2020,NULL,58:00.0,18-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
11607,2,2020,NULL,59:00.0,18-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
11611,1,2020,NULL,59:00.0,19-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
11615,2,2020,NULL,59:00.0,19-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
12298,1,2020,NULL,42:00.0,08-04-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
12302,1,2020,NULL,43:00.0,09-04-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
12383,1,2020,NULL,31:00.0,29-06-2020,70200-6010              ,Advertising - Radio                ,400,DR,THERESA F. COLLINS                           
12385,1,2020,NULL,37:00.0,29-06-2020,70200-6010              ,Advertising - Radio                ,6563.7,DR,KTCK                                         
12390,1,2016,INV-70149095                       ,42:00.0,19-05-2016,70300-6010              ,Advertising - Television           ,1912.5,DR,SPECTRUM REACH                               
12392,2,2016,INV-70149095                       ,42:00.0,19-05-2016,70300-6010              ,Advertising - Television           ,3280.13,DR,SPECTRUM REACH                               
12607,1,2016,NULL,37:00.0,06-05-2016,70101-6010              ,Advertising Allocation Account     ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
12611,1,2016,NULL,38:00.0,06-05-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
12676,1,2020,NULL,02:00.0,28-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
12680,1,2020,NULL,02:00.0,30-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
12684,1,2020,NULL,03:00.0,29-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
12688,2,2020,NULL,04:00.0,29-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
12690,1,2016,NULL,18:00.0,14-05-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
12776,1,2016,KLIF Spot                          ,50:00.0,01-02-2016,70200-6010              ,Advertising - Radio                ,-1301,CR,NULL
12777,2,2016,KLIF Show                          ,50:00.0,01-02-2016,70200-6010              ,Advertising - Radio                ,-2678,CR,NULL
12778,3,2016,WBAP                               ,50:00.0,01-02-2016,70200-6010              ,Advertising - Radio                ,-4080,CR,NULL
12779,4,2016,KTCK                               ,50:00.0,01-02-2016,70200-6010              ,Advertising - Radio                ,-21454,CR,NULL
12780,5,2016,KRLD The Fan Spot                  ,50:00.0,01-02-2016,70200-6010              ,Advertising - Radio                ,-9112,CR,NULL
12781,6,2016,KRLD The Fan Show                  ,50:00.0,01-02-2016,70200-6010              ,Advertising - Radio                ,-4782,CR,NULL
12782,7,2016,KLTY                               ,50:00.0,01-02-2016,70200-6010              ,Advertising - Radio                ,-18955,CR,NULL
12783,8,2016,KDFW Fox 4                         ,50:00.0,01-02-2016,70300-6010              ,Advertising - Television           ,-26180,CR,NULL
12784,9,2016,KXAS                               ,50:00.0,01-02-2016,70300-6010              ,Advertising - Television           ,-22440,CR,NULL
12785,10,2016,WFAA                               ,50:00.0,01-02-2016,70300-6010              ,Advertising - Television           ,-23630,CR,NULL
12786,11,2016,KTVT 11                            ,50:00.0,01-02-2016,70300-6010              ,Advertising - Television           ,-6120,CR,NULL
12787,12,2016,Time Warner Cable                  ,50:00.0,01-02-2016,70300-6010              ,Advertising - Television           ,-5701,CR,NULL
12951,1,2020,NULL,35:00.0,10-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
12955,2,2020,NULL,35:00.0,10-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
12959,1,2020,NULL,35:00.0,11-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
12963,2,2020,NULL,36:00.0,11-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
12967,3,2020,NULL,36:00.0,11-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
12988,1,2020,NULL,22:00.0,30-06-2020,70300-6010              ,Advertising - Television           ,53167.5,DR,KDFW FOX 4                                   
12990,1,2020,NULL,23:00.0,30-06-2020,70300-6010              ,Advertising - Television           ,27200,DR,KDFW FOX 4                                   
12991,1,2020,KDFW accrual EOM June billing      ,26:00.0,30-06-2020,70300-6010              ,Advertising - Television           ,2465,DR,                                             
12992,2,2020,KDFW accrual EOM June billing      ,26:00.0,30-06-2020,70300-6010              ,Advertising - Television           ,3825,DR,                                             
12994,1,2020,KDFW accrual EOM June billing      ,26:00.0,01-07-2020,70300-6010              ,Advertising - Television           ,-2465,CR,NULL
12995,2,2020,KDFW accrual EOM June billing      ,26:00.0,01-07-2020,70300-6010              ,Advertising - Television           ,-3825,CR,NULL
13123,1,2016,NULL,59:00.0,12-01-2016,70500-6010              ,Advertising - Web                  ,250,DR,YAHOO AD MANAGER                             
13123,2,2020,NULL,48:00.0,31-07-2020,70200-6010              ,Advertising - Radio                ,-510,CR,KRLD - FM                                    
13236,1,2020,NULL,07:00.0,01-03-2020,70500-6010              ,Advertising - Web                  ,7200,DR,BOOST MEDIA GROUP                            
13238,1,2020,NULL,09:00.0,01-03-2020,70500-6010              ,Advertising - Web                  ,5850,DR,BOOST MEDIA GROUP                            
13275,1,2020,NULL,43:00.0,01-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
13279,1,2020,NULL,44:00.0,01-02-2020,70101-6010              ,Advertising Allocation Account     ,200,DR,YELP                                         
13441,1,2020,NULL,54:00.0,31-07-2020,70200-6010              ,Advertising - Radio                ,7900.75,DR,"WATERLOO MEDIA GROUP, L.P.- KLBJ AM          "
13443,1,2016,Reclass to Wright IMC              ,59:00.0,03-02-2016,70101-6010              ,Advertising Allocation Account     ,-5500,CR,                                             
13534,1,2020,NULL,55:00.0,29-02-2020,70200-6010              ,Advertising - Radio                ,25168.5,DR,KTCK                                         
13540,1,2020,NULL,34:00.0,29-02-2020,70200-6010              ,Advertising - Radio                ,6392,DR,"WATERLOO MEDIA GROUP, L.P.- KLBJ AM          "
13555,1,2020,NULL,50:00.0,01-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
13559,1,2020,NULL,51:00.0,02-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
13563,2,2020,NULL,52:00.0,02-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
13610,1,2020,NULL,58:00.0,09-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
13614,2,2020,NULL,59:00.0,09-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
13855,3,2020,NULL,00:00.0,09-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
14047,1,2020,NULL,34:00.0,01-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
14051,1,2020,NULL,35:00.0,03-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
14095,4,2020,Camber Marketing                   ,59:00.0,31-01-2020,70101-6010              ,Advertising Allocation Account     ,795,DR,JAMES SHARP                                  
14103,8,2020,NULL,01:00.0,31-01-2020,70101-6010              ,Advertising Allocation Account     ,499,DR,JAMES SHARP                                  
14113,1,2020,NULL,42:00.0,26-04-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
14117,1,2020,NULL,28:00.0,17-04-2020,70500-6010              ,Advertising - Web                  ,405.2,DR,MICROSOFT *BING AD800-518-5689 NV            
14488,1,2020,Sept Wk 9/28/2020                  ,06:00.0,01-10-2020,70200-6010              ,Advertising - Radio                ,2797.35,DR,KTCK                                         
14494,1,2020,NULL,51:00.0,01-10-2020,70101-6010              ,Advertising Allocation Account     ,4647.76,DR,TOP OF MIND NETWORKS LLC                     
14496,1,2020,NULL,52:00.0,01-10-2020,70101-6010              ,Advertising Allocation Account     ,500,DR,TOP OF MIND NETWORKS LLC                     
14506,1,2020,NULL,08:00.0,01-10-2020,70200-6010              ,Advertising - Radio                ,1848.75,DR,"WATERLOO MEDIA GROUP, L.P.- KBPA - FM        "
14619,1,2020,NULL,07:00.0,21-03-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
14627,1,2020,NULL,11:00.0,26-03-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
14633,1,2020,NULL,42:00.0,31-03-2020,70500-6010              ,Advertising - Web                  ,138.32,DR,FACEBOOK                                     
14840,1,2020,NULL,17:00.0,20-10-2020,70200-6010              ,Advertising - Radio                ,3829.25,DR,WOAI-AM                                      
14842,1,2020,NULL,34:00.0,20-10-2020,70200-6010              ,Advertising - Radio                ,701.25,DR,WBAP-AM                                      
14852,1,2020,NULL,31:00.0,21-10-2020,70200-6010              ,Advertising - Radio                ,3595.5,DR,WOAI-AM                                      
14892,1,2020,NULL,01:00.0,23-10-2020,70300-6010              ,Advertising - Television           ,5695,DR,KENS 5                                       
15062,1,2020,NULL,34:00.0,29-10-2020,70200-6010              ,Advertising - Radio                ,7191,DR,WOAI-AM                                      
15080,1,2020,NULL,21:00.0,29-10-2020,70300-6010              ,Advertising - Television           ,8585,DR,KDFW FOX 4                                   
15082,1,2020,NULL,23:00.0,29-10-2020,70300-6010              ,Advertising - Television           ,34212.5,DR,KDFW FOX 4                                   
15090,1,2020,NULL,55:00.0,30-10-2020,70300-6010              ,Advertising - Television           ,3825,DR,KRIV                                         
15100,1,2020,NULL,11:00.0,30-10-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
15102,2,2020,NULL,11:00.0,30-10-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
15104,3,2020,NULL,11:00.0,30-10-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
